District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Value
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Depo Service Provide (Persons),5674
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,ANC Checkup,946
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,PNC Serice (Persons),399
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Growth Monitoring <5 yrs,8404
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PHC-ORC Conduction (Times),1995
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Primary Treatment (Persons),18284
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Depo Service Provide (Persons),5132
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,ANC Checkup,1649
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,PNC Serice (Persons),994
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Growth Monitoring <5 yrs,9574
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PHC-ORC Conduction (Times),519
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Primary Treatment (Persons),4873
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Depo Service Provide (Persons),542
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,ANC Checkup,553
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,PNC Serice (Persons),150
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Growth Monitoring <5 yrs,3051
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PHC-ORC Conduction (Times),2106
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Primary Treatment (Persons),20255
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Depo Service Provide (Persons),8444
Dhading,Bagmati,Hill,Central,2069/70,2012/13,ANC Checkup,3474
Dhading,Bagmati,Hill,Central,2069/70,2012/13,PNC Serice (Persons),1626
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Growth Monitoring <5 yrs,21973
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PHC-ORC Conduction (Times),1500
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,Primary Treatment (Persons),12618
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,Depo Service Provide (Persons),10176
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,ANC Checkup,3309
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,PNC Serice (Persons),439
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,Growth Monitoring <5 yrs,13971
Rautahat,Narayani,Terai,Central,2069/70,2012/13,PHC-ORC Conduction (Times),5961
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Primary Treatment (Persons),39030
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Depo Service Provide (Persons),4480
Rautahat,Narayani,Terai,Central,2069/70,2012/13,ANC Checkup,26961
Rautahat,Narayani,Terai,Central,2069/70,2012/13,PNC Serice (Persons),7188
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Growth Monitoring <5 yrs,40596
Bara,Narayani,Terai,Central,2069/70,2012/13,PHC-ORC Conduction (Times),2421
Bara,Narayani,Terai,Central,2069/70,2012/13,Primary Treatment (Persons),14507
Bara,Narayani,Terai,Central,2069/70,2012/13,Depo Service Provide (Persons),2130
Bara,Narayani,Terai,Central,2069/70,2012/13,ANC Checkup,7463
Bara,Narayani,Terai,Central,2069/70,2012/13,PNC Serice (Persons),2592
Bara,Narayani,Terai,Central,2069/70,2012/13,Growth Monitoring <5 yrs,20457
Parsa,Narayani,Terai,Central,2069/70,2012/13,PHC-ORC Conduction (Times),0
Parsa,Narayani,Terai,Central,2069/70,2012/13,Primary Treatment (Persons),0
Parsa,Narayani,Terai,Central,2069/70,2012/13,Depo Service Provide (Persons),0
Parsa,Narayani,Terai,Central,2069/70,2012/13,ANC Checkup,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,PNC Serice (Persons),0
Parsa,Narayani,Terai,Central,2069/70,2012/13,Growth Monitoring <5 yrs,0
Chitwan,Narayani,Terai,Central,2069/70,2012/13,PHC-ORC Conduction (Times),1104
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Primary Treatment (Persons),11189
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Depo Service Provide (Persons),3010
Chitwan,Narayani,Terai,Central,2069/70,2012/13,ANC Checkup,5045
Chitwan,Narayani,Terai,Central,2069/70,2012/13,PNC Serice (Persons),572
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Growth Monitoring <5 yrs,9746
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,PHC-ORC Conduction (Times),2281
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Primary Treatment (Persons),23663
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Depo Service Provide (Persons),3005
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,ANC Checkup,1926
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,PNC Serice (Persons),847
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Growth Monitoring <5 yrs,13208
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,PHC-ORC Conduction (Times),1934
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Primary Treatment (Persons),19537
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Depo Service Provide (Persons),1177
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,ANC Checkup,1982
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,PNC Serice (Persons),350
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Growth Monitoring <5 yrs,13009
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,PHC-ORC Conduction (Times),1693
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Primary Treatment (Persons),16078
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Depo Service Provide (Persons),2611
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,ANC Checkup,2523
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,PNC Serice (Persons),1062
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Growth Monitoring <5 yrs,11490
Syangja,Gandaki,Hill,Western,2069/70,2012/13,PHC-ORC Conduction (Times),2128
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Primary Treatment (Persons),16385
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Depo Service Provide (Persons),1564
Syangja,Gandaki,Hill,Western,2069/70,2012/13,ANC Checkup,2042
Syangja,Gandaki,Hill,Western,2069/70,2012/13,PNC Serice (Persons),426
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Growth Monitoring <5 yrs,9871
Kaski,Gandaki,Hill,Western,2069/70,2012/13,PHC-ORC Conduction (Times),1882
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Primary Treatment (Persons),26929
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Depo Service Provide (Persons),2193
Kaski,Gandaki,Hill,Western,2069/70,2012/13,ANC Checkup,3036
Kaski,Gandaki,Hill,Western,2069/70,2012/13,PNC Serice (Persons),481
Kaski,Gandaki,Hill,Western,2069/70,2012/13,Growth Monitoring <5 yrs,25146
Manang,Gandaki,Mountain,Western,2069/70,2012/13,PHC-ORC Conduction (Times),87
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Primary Treatment (Persons),405
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Depo Service Provide (Persons),3
Manang,Gandaki,Mountain,Western,2069/70,2012/13,ANC Checkup,11
Manang,Gandaki,Mountain,Western,2069/70,2012/13,PNC Serice (Persons),2
Manang,Gandaki,Mountain,Western,2069/70,2012/13,Growth Monitoring <5 yrs,80
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,PHC-ORC Conduction (Times),180
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Primary Treatment (Persons),1449
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Depo Service Provide (Persons),64
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,ANC Checkup,26
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,PNC Serice (Persons),9
Mustang,Dhawalagiri,Mountain,Western,2069/70,2012/13,Growth Monitoring <5 yrs,328
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,PHC-ORC Conduction (Times),898
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Primary Treatment (Persons),7223
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Depo Service Provide (Persons),789
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,ANC Checkup,1100
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,PNC Serice (Persons),282
Myagdi,Dhawalagiri,Hill,Western,2069/70,2012/13,Growth Monitoring <5 yrs,4932
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,PHC-ORC Conduction (Times),1080
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Primary Treatment (Persons),8207
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Depo Service Provide (Persons),340
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,ANC Checkup,795
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,PNC Serice (Persons),142
Parbat,Dhawalagiri,Hill,Western,2069/70,2012/13,Growth Monitoring <5 yrs,5506
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,PHC-ORC Conduction (Times),1502
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Primary Treatment (Persons),20590
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Depo Service Provide (Persons),1084
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,ANC Checkup,1956
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,PNC Serice (Persons),671
Baglung,Dhawalagiri,Hill,Western,2069/70,2012/13,Growth Monitoring <5 yrs,7612
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,PHC-ORC Conduction (Times),5832
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Primary Treatment (Persons),18798
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Depo Service Provide (Persons),3218
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,ANC Checkup,4357
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,PNC Serice (Persons),1329
Gulmi,Lumbini,Hill,Western,2069/70,2012/13,Growth Monitoring <5 yrs,18149
Palpa,Lumbini,Hill,Western,2069/70,2012/13,PHC-ORC Conduction (Times),2082
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Primary Treatment (Persons),18113
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Depo Service Provide (Persons),2597
Palpa,Lumbini,Hill,Western,2069/70,2012/13,ANC Checkup,2895
Palpa,Lumbini,Hill,Western,2069/70,2012/13,PNC Serice (Persons),317
Palpa,Lumbini,Hill,Western,2069/70,2012/13,Growth Monitoring <5 yrs,7263
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,PHC-ORC Conduction (Times),2168
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Primary Treatment (Persons),17613
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Depo Service Provide (Persons),1477
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,ANC Checkup,4966
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,PNC Serice (Persons),826
Nawalparasi,Lumbini,Terai,Western,2069/70,2012/13,Growth Monitoring <5 yrs,21449
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,PHC-ORC Conduction (Times),0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Primary Treatment (Persons),0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Depo Service Provide (Persons),0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,ANC Checkup,0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,PNC Serice (Persons),0
Rupandehi,Lumbini,Terai,Western,2069/70,2012/13,Growth Monitoring <5 yrs,0
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,PHC-ORC Conduction (Times),2989
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Primary Treatment (Persons),24701
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Depo Service Provide (Persons),2725
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,ANC Checkup,10836
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,PNC Serice (Persons),4529
Kapilvastu,Lumbini,Terai,Western,2069/70,2012/13,Growth Monitoring <5 yrs,28167
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,PHC-ORC Conduction (Times),809
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Primary Treatment (Persons),11990
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Depo Service Provide (Persons),583
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,ANC Checkup,1167
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,PNC Serice (Persons),140
Arghakhanchi,Lumbini,Hill,Western,2069/70,2012/13,Growth Monitoring <5 yrs,2494
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,PHC-ORC Conduction (Times),1615
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Primary Treatment (Persons),13171
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,Depo Service Provide (Persons),2046
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,ANC Checkup,1844
Pyuthan,Rapti,Hill,Mid-Western,2069/70,2012/13,PNC Serice (Persons),455
