District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator 1,Indicator 2,Indicator 3,Value
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Imported.4,Total,Female,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Imported.5,Total,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Indigenous.5,Total,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Imported.4,Total,Female,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Imported.5,Total,Male,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Indigenous.4,Total,Female,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Indigenous.5,Total,Male,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Imported.4,Total,Female,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Imported.5,Total,Male,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Indigenous.5,Total,Male,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Imported.4,Total,Female,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Imported.5,Total,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Indigenous.4,Total,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Indigenous.5,Total,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Imported.4,Total,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PF Imported.5,Total,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Indigenous.5,Total,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Imported.4,Total,Female,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,PM Imported.5,Total,Male,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Indigenous.4,Total,Female,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Indigenous.5,Total,Male,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Imported.4,Total,Female,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Imported.5,Total,Male,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Indigenous.5,Total,Male,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Imported.4,Total,Female,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Imported.5,Total,Male,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,4
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,2
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Indigenous.4,Total,Female,4
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Indigenous.5,Total,Male,2
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Imported.4,Total,Female,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PF Imported.5,Total,Male,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Indigenous.5,Total,Male,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Imported.4,Total,Female,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,PM Imported.5,Total,Male,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,2
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PF Indigenous.4,Total,Female,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PF Indigenous.5,Total,Male,2
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,3
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PF Imported.4,Total,Female,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PF Imported.5,Total,Male,3
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PM Indigenous.5,Total,Male,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,2
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PM Imported.4,Total,Female,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,PM Imported.5,Total,Male,2
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,5
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PF Indigenous.4,Total,Female,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PF Indigenous.5,Total,Male,5
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,2
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PF Imported.4,Total,Female,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PF Imported.5,Total,Male,2
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PM Indigenous.5,Total,Male,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PM Imported.4,Total,Female,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,PM Imported.5,Total,Male,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,1
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PF Indigenous.4,Total,Female,1
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PF Indigenous.5,Total,Male,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,4
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PF Imported.4,Total,Female,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PF Imported.5,Total,Male,4
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PM Indigenous.5,Total,Male,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PM Imported.4,Total,Female,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,PM Imported.5,Total,Male,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PF Indigenous.4,Total,Female,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PF Indigenous.5,Total,Male,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PF Imported.4,Total,Female,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PF Imported.5,Total,Male,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PM Indigenous.5,Total,Male,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PM Imported.4,Total,Female,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,PM Imported.5,Total,Male,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PF Indigenous.4,Total,Female,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PF Indigenous.5,Total,Male,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PF Imported.4,Total,Female,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PF Imported.5,Total,Male,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PM Indigenous.5,Total,Male,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PM Imported.4,Total,Female,0
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,PM Imported.5,Total,Male,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PF Indigenous.4,Total,Female,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PF Indigenous.5,Total,Male,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PF Imported.4,Total,Female,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PF Imported.5,Total,Male,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PM Indigenous.1,Under 5 Years,Male,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PM Indigenous.2,5 Years & Above,Female,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PM Indigenous.3,5 Years & Above,Male,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PM Indigenous.4,Total,Female,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PM Indigenous.5,Total,Male,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PM Imported,Under 5 Years,Female,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PM Imported.1,Under 5 Years,Male,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PM Imported.2,5 Years & Above,Female,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PM Imported.3,5 Years & Above,Male,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PM Imported.4,Total,Female,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,PM Imported.5,Total,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,PF Indigenous,Under 5 Years,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,PF Indigenous.1,Under 5 Years,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,PF Indigenous.2,5 Years & Above,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,PF Indigenous.3,5 Years & Above,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,PF Indigenous.4,Total,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,PF Indigenous.5,Total,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,PF Imported,Under 5 Years,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,PF Imported.1,Under 5 Years,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,PF Imported.2,5 Years & Above,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,PF Imported.3,5 Years & Above,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,PF Imported.4,Total,Female,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,PF Imported.5,Total,Male,0
Sindhupalchowk,Bagmati,Mountain,Central,2068/69,2011/12,PM Indigenous,Under 5 Years,Female,0
