District,zone,belt,region,Year BS,Year AD,Visit,Age group,Number of women,Zone,Belt,Region
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,First Visit,< 20 Year,1116,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,First Visit,> or equal 20 Years,5212,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Four  Visits,Four Time Visits,2859,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,First Visit,< 20 Year,1085,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,First Visit,> or equal 20 Years,4768,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Four  Visits,Four Time Visits,3763,Mahakali,Hill,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,First Visit,< 20 Year,611,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,First Visit,> or equal 20 Years,2610,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Four  Visits,Four Time Visits,1870,Mahakali,Mountain,Far-Western
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,First Visit,< 20 Year,749,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,First Visit,> or equal 20 Years,2310,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Four  Visits,Four Time Visits,1688,Mechi,Mountain,Eastern
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,First Visit,< 20 Year,969,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,First Visit,> or equal 20 Years,3262,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Four  Visits,Four Time Visits,2465,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,First Visit,< 20 Year,886,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,First Visit,> or equal 20 Years,3813,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Four  Visits,Four Time Visits,3421,Mechi,Hill,Eastern
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,First Visit,< 20 Year,5229,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,First Visit,> or equal 20 Years,19329,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Four  Visits,Four Time Visits,11068,Mechi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2070/71,2013/14,First Visit,< 20 Year,5163,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2070/71,2013/14,First Visit,> or equal 20 Years,19674,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Four  Visits,Four Time Visits,12479,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,First Visit,< 20 Year,3291,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,First Visit,> or equal 20 Years,11572,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Four  Visits,Four Time Visits,8796,Kosi,Terai,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,First Visit,< 20 Year,536,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,First Visit,> or equal 20 Years,2462,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Four  Visits,Four Time Visits,2235,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,First Visit,< 20 Year,556,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,First Visit,> or equal 20 Years,1543,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2070/71,2013/14,Four  Visits,Four Time Visits,1065,Kosi,Hill,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,First Visit,< 20 Year,850,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,First Visit,> or equal 20 Years,2356,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2070/71,2013/14,Four  Visits,Four Time Visits,1803,Kosi,Mountain,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,First Visit,< 20 Year,708,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,First Visit,> or equal 20 Years,2327,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Four  Visits,Four Time Visits,1408,Kosi,Hill,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,First Visit,< 20 Year,677,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,First Visit,> or equal 20 Years,2093,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2070/71,2013/14,Four  Visits,Four Time Visits,1885,Sagarmatha,Mountain,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,First Visit,< 20 Year,609,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,First Visit,> or equal 20 Years,1832,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2070/71,2013/14,Four  Visits,Four Time Visits,1760,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,First Visit,< 20 Year,1231,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,First Visit,> or equal 20 Years,3514,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2070/71,2013/14,Four  Visits,Four Time Visits,2941,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,First Visit,< 20 Year,1645,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,First Visit,> or equal 20 Years,5567,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2070/71,2013/14,Four  Visits,Four Time Visits,4040,Sagarmatha,Hill,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,First Visit,< 20 Year,2390,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,First Visit,> or equal 20 Years,16042,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2070/71,2013/14,Four  Visits,Four Time Visits,13470,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,First Visit,< 20 Year,3013,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,First Visit,> or equal 20 Years,14104,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2070/71,2013/14,Four  Visits,Four Time Visits,9301,Sagarmatha,Terai,Eastern
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,First Visit,< 20 Year,4364,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,First Visit,> or equal 20 Years,12493,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2070/71,2013/14,Four  Visits,Four Time Visits,7852,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,First Visit,< 20 Year,3341,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,First Visit,> or equal 20 Years,15738,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2070/71,2013/14,Four  Visits,Four Time Visits,11690,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,First Visit,< 20 Year,5937,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,First Visit,> or equal 20 Years,16553,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2070/71,2013/14,Four  Visits,Four Time Visits,9586,Janakpur,Terai,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,First Visit,< 20 Year,1067,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,First Visit,> or equal 20 Years,3251,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2070/71,2013/14,Four  Visits,Four Time Visits,1431,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,First Visit,< 20 Year,781,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,First Visit,> or equal 20 Years,2175,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2070/71,2013/14,Four  Visits,Four Time Visits,1427,Janakpur,Hill,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,First Visit,< 20 Year,987,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,First Visit,> or equal 20 Years,2851,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2070/71,2013/14,Four  Visits,Four Time Visits,969,Janakpur,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,First Visit,< 20 Year,892,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,First Visit,> or equal 20 Years,3023,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2070/71,2013/14,Four  Visits,Four Time Visits,1277,Bagmati,Mountain,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,First Visit,< 20 Year,1517,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,First Visit,> or equal 20 Years,6832,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2070/71,2013/14,Four  Visits,Four Time Visits,5586,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,First Visit,< 20 Year,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,First Visit,> or equal 20 Years,14052,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2070/71,2013/14,Four  Visits,Four Time Visits,10771,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,First Visit,< 20 Year,674,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,First Visit,> or equal 20 Years,3081,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2070/71,2013/14,Four  Visits,Four Time Visits,1903,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,First Visit,< 20 Year,4438,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,First Visit,> or equal 20 Years,41667,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2070/71,2013/14,Four  Visits,Four Time Visits,30828,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,First Visit,< 20 Year,991,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,First Visit,> or equal 20 Years,3135,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2070/71,2013/14,Four  Visits,Four Time Visits,1970,Bagmati,Hill,Central
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,First Visit,< 20 Year,190,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,First Visit,> or equal 20 Years,719,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2070/71,2013/14,Four  Visits,Four Time Visits,537,Bagmati,Mountain,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,First Visit,< 20 Year,1607,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,First Visit,> or equal 20 Years,4749,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Four  Visits,Four Time Visits,4647,Bagmati,Hill,Central
Makwanpur,Narayani,Hill,Central,2070/71,2013/14,First Visit,< 20 Year,1538,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2070/71,2013/14,First Visit,> or equal 20 Years,4767,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2070/71,2013/14,Four  Visits,Four Time Visits,3402,Narayani,Hill,Central
Rautahat,Narayani,Terai,Central,2070/71,2013/14,First Visit,< 20 Year,4389,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2070/71,2013/14,First Visit,> or equal 20 Years,15806,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2070/71,2013/14,Four  Visits,Four Time Visits,10826,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2070/71,2013/14,First Visit,< 20 Year,2720,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2070/71,2013/14,First Visit,> or equal 20 Years,11781,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2070/71,2013/14,Four  Visits,Four Time Visits,7556,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2070/71,2013/14,First Visit,< 20 Year,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2070/71,2013/14,First Visit,> or equal 20 Years,14571,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2070/71,2013/14,Four  Visits,Four Time Visits,8484,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2070/71,2013/14,First Visit,< 20 Year,8543,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2070/71,2013/14,First Visit,> or equal 20 Years,21623,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2070/71,2013/14,Four  Visits,Four Time Visits,14282,Narayani,Terai,Central
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,First Visit,< 20 Year,1367,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,First Visit,> or equal 20 Years,4012,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Four  Visits,Four Time Visits,2980,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,First Visit,< 20 Year,868,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,First Visit,> or equal 20 Years,2910,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2070/71,2013/14,Four  Visits,Four Time Visits,3199,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,First Visit,< 20 Year,1956,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,First Visit,> or equal 20 Years,4558,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2070/71,2013/14,Four  Visits,Four Time Visits,4177,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2070/71,2013/14,First Visit,< 20 Year,1205,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2070/71,2013/14,First Visit,> or equal 20 Years,4357,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2070/71,2013/14,Four  Visits,Four Time Visits,4070,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,First Visit,< 20 Year,4879,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,First Visit,> or equal 20 Years,18298,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2070/71,2013/14,Four  Visits,Four Time Visits,14233,Gandaki,Hill,Western
Manang,Gandaki,Mountain,Western,2070/71,2013/14,First Visit,< 20 Year,12,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2070/71,2013/14,First Visit,> or equal 20 Years,75,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2070/71,2013/14,Four  Visits,Four Time Visits,31,Gandaki,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,First Visit,< 20 Year,34,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,First Visit,> or equal 20 Years,149,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2070/71,2013/14,Four  Visits,Four Time Visits,68,Dhawalagiri,Mountain,Western
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,First Visit,< 20 Year,514,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,First Visit,> or equal 20 Years,1561,Dhawalagiri,Hill,Western
Myagdi,Dhawalagiri,Hill,Western,2070/71,2013/14,Four  Visits,Four Time Visits,1008,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,First Visit,< 20 Year,666,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,First Visit,> or equal 20 Years,1863,Dhawalagiri,Hill,Western
Parbat,Dhawalagiri,Hill,Western,2070/71,2013/14,Four  Visits,Four Time Visits,945,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,First Visit,< 20 Year,1611,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,First Visit,> or equal 20 Years,4657,Dhawalagiri,Hill,Western
Baglung,Dhawalagiri,Hill,Western,2070/71,2013/14,Four  Visits,Four Time Visits,2053,Dhawalagiri,Hill,Western
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,First Visit,< 20 Year,1207,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,First Visit,> or equal 20 Years,3893,Lumbini,Hill,Western
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Four  Visits,Four Time Visits,1199,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2070/71,2013/14,First Visit,< 20 Year,2514,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2070/71,2013/14,First Visit,> or equal 20 Years,7262,Lumbini,Hill,Western
Palpa,Lumbini,Hill,Western,2070/71,2013/14,Four  Visits,Four Time Visits,4782,Lumbini,Hill,Western
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,First Visit,< 20 Year,2763,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,First Visit,> or equal 20 Years,11496,Lumbini,Terai,Western
Nawalparasi,Lumbini,Terai,Western,2070/71,2013/14,Four  Visits,Four Time Visits,10254,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,First Visit,< 20 Year,0,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,First Visit,> or equal 20 Years,27377,Lumbini,Terai,Western
Rupandehi,Lumbini,Terai,Western,2070/71,2013/14,Four  Visits,Four Time Visits,17311,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,First Visit,< 20 Year,1122,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,First Visit,> or equal 20 Years,13289,Lumbini,Terai,Western
Kapilbastu,Lumbini,Terai,Western,2070/71,2013/14,Four  Visits,Four Time Visits,9040,Lumbini,Terai,Western
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,First Visit,< 20 Year,1030,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,First Visit,> or equal 20 Years,2595,Lumbini,Hill,Western
Arghakhanchi,Lumbini,Hill,Western,2070/71,2013/14,Four  Visits,Four Time Visits,2280,Lumbini,Hill,Western
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,First Visit,< 20 Year,1182,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,First Visit,> or equal 20 Years,2848,Rapti,Hill,Mid-Western
Pyuthan,Rapti,Hill,Mid-Western,2070/71,2013/14,Four  Visits,Four Time Visits,2527,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,First Visit,< 20 Year,1148,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,First Visit,> or equal 20 Years,2438,Rapti,Hill,Mid-Western
Rolpa,Rapti,Hill,Mid-Western,2070/71,2013/14,Four  Visits,Four Time Visits,2490,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,First Visit,< 20 Year,2369,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,First Visit,> or equal 20 Years,3815,Rapti,Hill,Mid-Western
Rukum,Rapti,Hill,Mid-Western,2070/71,2013/14,Four  Visits,Four Time Visits,2395,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,First Visit,< 20 Year,2134,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,First Visit,> or equal 20 Years,3688,Rapti,Hill,Mid-Western
Salyan,Rapti,Hill,Mid-Western,2070/71,2013/14,Four  Visits,Four Time Visits,2670,Rapti,Hill,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,First Visit,< 20 Year,4510,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,First Visit,> or equal 20 Years,10020,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Four  Visits,Four Time Visits,9489,Rapti,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,First Visit,< 20 Year,3022,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,First Visit,> or equal 20 Years,10691,Bheri,Terai,Mid-Western
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Four  Visits,Four Time Visits,7268,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,First Visit,< 20 Year,2184,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,First Visit,> or equal 20 Years,6095,Bheri,Terai,Mid-Western
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Four  Visits,Four Time Visits,5968,Bheri,Terai,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,First Visit,< 20 Year,3210,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,First Visit,> or equal 20 Years,6469,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2070/71,2013/14,Four  Visits,Four Time Visits,6178,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,First Visit,< 20 Year,1981,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,First Visit,> or equal 20 Years,4621,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Four  Visits,Four Time Visits,3849,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2070/71,2013/14,First Visit,< 20 Year,1357,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2070/71,2013/14,First Visit,> or equal 20 Years,2282,Bheri,Hill,Mid-Western
Jajarkot,Bheri,Hill,Mid-Western,2070/71,2013/14,Four  Visits,Four Time Visits,1574,Bheri,Hill,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,First Visit,< 20 Year,232,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,First Visit,> or equal 20 Years,489,Karnali,Mountain,Mid-Western
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,Four  Visits,Four Time Visits,395,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2070/71,2013/14,First Visit,< 20 Year,1086,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2070/71,2013/14,First Visit,> or equal 20 Years,2048,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Four  Visits,Four Time Visits,1590,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2070/71,2013/14,First Visit,< 20 Year,654,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2070/71,2013/14,First Visit,> or equal 20 Years,2275,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2070/71,2013/14,Four  Visits,Four Time Visits,1394,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2070/71,2013/14,First Visit,< 20 Year,589,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2070/71,2013/14,First Visit,> or equal 20 Years,1321,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2070/71,2013/14,Four  Visits,Four Time Visits,587,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,First Visit,< 20 Year,377,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,First Visit,> or equal 20 Years,1384,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Four  Visits,Four Time Visits,796,Karnali,Mountain,Mid-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,First Visit,< 20 Year,540,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,First Visit,> or equal 20 Years,2163,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Four  Visits,Four Time Visits,1168,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,First Visit,< 20 Year,1126,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,First Visit,> or equal 20 Years,3677,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,Four  Visits,Four Time Visits,2366,Seti,Mountain,Far-Western
Achham,Seti,Hill,Far-Western,2070/71,2013/14,First Visit,< 20 Year,1265,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2070/71,2013/14,First Visit,> or equal 20 Years,5554,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2070/71,2013/14,Four  Visits,Four Time Visits,4538,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2070/71,2013/14,First Visit,< 20 Year,1195,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2070/71,2013/14,First Visit,> or equal 20 Years,4240,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2070/71,2013/14,Four  Visits,Four Time Visits,2968,Seti,Hill,Far-Western
Kailali,Seti,Terai,Far-Western,2070/71,2013/14,First Visit,< 20 Year,3010,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2070/71,2013/14,First Visit,> or equal 20 Years,10539,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2070/71,2013/14,Four  Visits,Four Time Visits,9802,Seti,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,First Visit,< 20 Year,1687,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2070/71,2013/14,First Visit,> or equal 20 Years,7170,Mahakali,Terai,Far-Western
